FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,STATE,COUNTY,NAME_E,TOT_POP,COLL_AGE,YNG_PROF,SENIOR,MED_AGE,R_WHITE,NON_WH,R_BLACK,R_NAT_A,R_ASIAN,R_PACIF,R_OTHER,R_2,R_2INCO,R_2_EXCO,TOT_WKRS,T0_9,T10_14,T15_19,T20_24,T25_29,T30_34,T35_44,T45_59,T60,DR_ALONE,CARPOOL,TRANSIT,TR0_9,TR10_14,TR15_19,TR20_24,TR25_29,TR30_34,TR35_44,TR45_59,TR60,WALK,TOT_HSHD,MED_INC,TPOP18,TOT_DIS,OC_UNITS,ZERO_VEH,Lat,Long,TOWN,Neighborhood,Place_Label,Town
988,25,17,353300,1,2.50174E+11,Block Group 1,G5030,S,92624,0,42.3629041,-71.1069814,G25001703533001,1222.0542,92623.41604,G25001703533001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3533, Middlesex County, Massachusetts",887,0,206,149,45,719,223,53,0,60,0,0,55,0,55,456,106,14,58,78,35,71,36,39,19,108,0,216,0,0,24,62,35,46,30,12,7,97,441,82625,765,101,441,142,42.36290413,42.36290413,CAMBRIDGE,Cambridgeport,Cambridgeport,Cambridge
989,25,17,351403,5,2.50174E+11,Block Group 5,G5030,S,36871,0,42.3843028,-71.0807376,G25001703514035,840.2014844,36870.12708,G25001703514035,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3514.03, Middlesex County, Massachusetts",525,33,22,94,45.7,477,59,37,0,0,0,0,11,0,11,191,6,27,22,32,61,6,0,18,19,115,0,19,0,0,13,0,0,6,0,0,0,28,241,46313,402,107,241,94,42.38430275,42.38430275,SOMERVILLE,East Somerville,East Somerville,Somerville
990,25,17,339500,2,2.50173E+11,Block Group 2,G5030,S,346685,0,42.4133951,-71.1101277,G25001703395002,2579.147544,346684.6697,G25001703395002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3395, Middlesex County, Massachusetts",1109,0,388,185,32.5,892,251,130,0,53,0,0,34,0,34,605,111,16,22,128,40,99,28,112,49,313,122,89,0,0,0,15,7,0,0,51,16,74,450,49539,906,30,450,55,42.41339511,42.41339511,MEDFORD,,Medford,Medford
991,25,17,324102,2,2.50173E+11,Block Group 2,G5030,S,16107214,523737,42.5424996,-71.5113675,G25001703241022,20825.98967,16630942.41,G25001703241022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3241.02, Middlesex County, Massachusetts",2459,47,278,208,41.4,2256,331,4,0,71,0,0,128,0,128,1186,93,53,170,120,54,190,126,191,189,1026,56,104,0,0,0,0,0,0,0,22,82,0,899,118125,1807,114,899,13,42.5443597,42.5443597,LITTLETON,,Littleton,Littleton
992,25,17,388100,1,2.50174E+11,Block Group 1,G5030,S,12716043,156167,42.4872363,-71.5033527,G25001703881001,16160.99943,12872212.27,G25001703881001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3881, Middlesex County, Massachusetts",2606,110,168,322,41.6,2023,598,0,0,568,0,0,15,0,15,1123,87,63,172,42,60,121,156,210,212,985,43,50,0,0,0,0,0,0,0,10,40,8,929,157891,1854,74,929,11,42.48927079,42.48927079,BOXBOROUGH,,Boxborough,Boxborough
993,25,17,388200,1,2.50174E+11,Block Group 1,G5030,S,15128365,93268,42.6048183,-71.6432094,G25001703882001,21375.62102,15221633.51,G25001703882001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3882, Middlesex County, Massachusetts",1335,55,212,266,47.8,1156,238,96,0,24,0,0,59,0,59,570,44,34,76,37,40,83,56,129,71,528,25,17,0,0,17,0,0,0,0,0,0,0,490,67267,1000,141,490,0,42.59963847,42.59963847,SHIRLEY,,Shirley,Shirley
994,25,17,330200,4,2.50173E+11,Block Group 4,G5030,S,1383195,13161,42.5804948,-71.1214396,G25001703302004,6331.911178,1396356.47,G25001703302004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3302, Middlesex County, Massachusetts",1603,83,378,155,32,1420,215,0,0,151,0,0,32,0,32,690,13,99,145,170,53,63,0,46,101,673,17,0,0,0,0,0,0,0,0,0,0,0,654,54304,1176,97,654,30,42.58122823,42.58122823,NORTH READING,,North Reading,North Reading
995,25,17,330200,2,2.50173E+11,Block Group 2,G5030,S,4317284,57821,42.5696745,-71.1236986,G25001703302002,10271.45997,4375104.528,G25001703302002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3302, Middlesex County, Massachusetts",2175,39,333,300,42.4,1995,214,63,0,83,0,0,34,0,34,1082,115,105,122,118,44,261,101,117,99,1062,15,0,0,0,0,0,0,0,0,0,0,5,746,109483,1670,144,746,24,42.56673076,42.56673076,NORTH READING,,North Reading,North Reading
996,25,17,370102,3,2.50174E+11,Block Group 3,G5030,S,200108,0,42.367884,-71.183842,G25001703701023,1922.810199,200107.6785,G25001703701023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3701.02, Middlesex County, Massachusetts",1081,213,236,112,30.6,935,146,97,0,49,0,0,0,0,0,522,70,29,18,37,22,154,0,95,97,287,95,100,0,0,0,0,0,28,0,40,32,40,436,83542,878,82,436,65,42.36788398,42.36788398,WATERTOWN,,Watertown,Watertown
997,25,17,352101,1,2.50174E+11,Block Group 1,G5030,S,172145,0,42.3724623,-71.0761479,G25001703521011,2290.138669,172144.0385,G25001703521011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3521.01, Middlesex County, Massachusetts",417,103,91,0,25.4,60,406,124,0,184,0,0,49,0,49,265,4,57,6,50,18,60,6,45,19,43,10,155,0,0,0,32,18,56,6,43,0,57,196,74922,332,6,196,32,42.37246224,42.37246224,CAMBRIDGE,East Cambridge,East Cambridge,Cambridge
998,25,17,352101,2,2.50174E+11,Block Group 2,G5030,S,221738,12956,42.3708802,-71.0703627,G25001703521012,2596.266999,229109.9147,G25001703521012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3521.01, Middlesex County, Massachusetts",1556,270,584,167,29.1,864,775,31,0,500,0,78,83,30,53,699,18,64,80,147,48,142,95,58,47,291,23,231,0,27,5,26,13,91,17,28,24,136,935,60486,1447,120,935,283,42.37030834,42.37030834,CAMBRIDGE,East Cambridge,East Cambridge,Cambridge
999,25,17,353800,4,2.50174E+11,Block Group 4,G5030,S,53185,0,42.3684145,-71.1100823,G25001703538004,1402.844696,53184.56566,G25001703538004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3538, Middlesex County, Massachusetts",779,0,467,15,31,470,309,0,0,309,0,0,0,0,0,480,36,94,65,68,0,77,88,20,32,179,0,119,0,0,15,34,0,22,15,19,14,182,479,86458,723,16,479,220,42.36841453,42.36841453,CAMBRIDGE,Riverside,Riverside,Cambridge
1000,25,17,353102,2,2.50174E+11,Block Group 2,G5030,S,457786,429105,42.3596422,-71.0854327,G25001703531022,4065.579364,886888.875,G25001703531022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3531.02, Middlesex County, Massachusetts",1386,675,512,77,21.9,794,645,40,2,485,0,12,53,0,53,507,187,114,61,29,16,39,19,20,22,70,12,34,0,0,10,6,4,3,0,0,11,368,269,78750,529,4,269,111,42.35923242,42.35923242,CAMBRIDGE,Area 2/MIT,Area 2/MIT,Cambridge
1001,25,17,353102,1,2.50174E+11,Block Group 1,G5030,S,372033,269797,42.3548415,-71.1013876,G25001703531021,4983.992172,641831.3652,G25001703531021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3531.02, Middlesex County, Massachusetts",1944,1076,752,0,21.1,1115,954,146,0,545,0,13,125,37,88,807,225,258,168,94,6,9,22,25,0,100,34,31,0,31,0,0,0,0,0,0,0,493,15,0,29,0,15,0,42.35546052,42.35546052,CAMBRIDGE,Area 2/MIT,Area 2/MIT,Cambridge
1002,25,17,350200,5,2.50174E+11,Block Group 5,G5030,S,86735,0,42.3902571,-71.0910713,G25001703502005,1370.78741,86735.14433,G25001703502005,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3502, Middlesex County, Massachusetts",738,13,96,99,39.4,323,457,199,0,132,0,42,42,0,42,283,54,15,0,29,8,31,64,59,23,167,29,36,0,0,0,0,0,0,0,13,23,42,301,54609,495,88,301,79,42.39025706,42.39025706,SOMERVILLE,Winter Hill,Winter Hill,Somerville
1003,25,17,353000,2,2.50174E+11,Block Group 2,G5030,S,97381,0,42.3668851,-71.1014529,G25001703530002,1405.745332,97380.08728,G25001703530002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3530, Middlesex County, Massachusetts",563,0,222,63,31.6,444,129,69,0,40,0,0,10,0,10,330,44,60,69,62,19,31,0,45,0,48,11,119,0,0,11,31,9,23,0,45,0,68,253,55764,493,26,253,107,42.36688511,42.36688511,CAMBRIDGE,The Port,The Port,Cambridge
1004,25,17,353800,2,2.50174E+11,Block Group 2,G5030,S,69736,0,42.3694046,-71.1083828,G25001703538002,1082.51219,69736.53612,G25001703538002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3538, Middlesex County, Massachusetts",1070,29,392,163,37.6,826,293,66,0,71,0,58,49,0,49,599,35,167,119,83,33,104,14,14,30,108,0,196,0,0,28,17,33,104,0,14,0,169,695,49485,971,153,695,460,42.36940464,42.36940464,CAMBRIDGE,Mid-Cambridge,Mid-Cambridge,Cambridge
1005,25,17,353000,4,2.50174E+11,Block Group 4,G5030,S,170754,0,42.3683025,-71.1043203,G25001703530004,1637.965475,170754.0049,G25001703530004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3530, Middlesex County, Massachusetts",2127,53,1235,259,29.8,1407,770,214,0,368,5,83,50,0,50,1252,75,84,201,199,68,299,226,45,55,301,68,586,0,0,89,145,30,170,77,20,55,120,1076,75203,2008,55,1076,377,42.3683025,42.3683025,CAMBRIDGE,Mid-Cambridge,Mid-Cambridge,Cambridge
1006,25,17,353700,3,2.50174E+11,Block Group 3,G5030,S,123594,0,42.3744363,-71.1168778,G25001703537003,1536.723667,123592.665,G25001703537003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",1062,881,142,0,19.8,716,382,76,0,202,0,32,36,18,18,370,177,105,32,13,6,25,6,6,0,73,34,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,42.37443633,42.37443633,CAMBRIDGE,Mid-Cambridge,Mid-Cambridge,Cambridge
1007,25,17,354000,3,2.50174E+11,Block Group 3,G5030,S,187203,0,42.3766825,-71.1212812,G25001703540003,2100.846017,187201.2181,G25001703540003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",995,0,463,121,36.6,706,298,0,21,259,0,0,9,0,9,495,88,56,42,44,25,111,72,57,0,149,0,172,0,0,0,15,25,77,19,36,0,165,714,75278,974,68,714,360,42.37668256,42.37668256,CAMBRIDGE,Neighborhood Nine,Neighborhood Nine,Cambridge
1008,25,17,353600,5,2.50174E+11,Block Group 5,G5030,S,327187,0,42.3786614,-71.1166884,G25001703536005,2503.209774,327187.5423,G25001703536005,Massachusetts,Middlesex County,"Block Group 5, Census Tract 3536, Middlesex County, Massachusetts",1967,1080,587,24,21,1210,875,195,0,351,7,86,118,6,112,774,194,307,100,24,57,51,16,20,5,122,47,61,0,7,0,0,10,21,7,11,5,525,198,39444,264,18,198,65,42.37866141,42.37866141,CAMBRIDGE,Agassiz,Agassiz,Cambridge
1009,25,21,411302,3,2.50214E+11,Block Group 3,G5030,S,929585,32670,42.1375748,-71.2650223,G25002104113023,5594.556475,962252.6099,G25002104113023,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4113.02, Norfolk County, Massachusetts",874,55,46,181,50.8,809,88,0,0,42,0,0,23,0,23,531,56,38,46,37,13,55,44,89,153,416,47,30,0,0,0,0,0,0,0,12,18,28,448,73333,775,24,448,37,42.14093275,42.14093275,WALPOLE,,Walpole,Walpole
1010,25,21,456302,3,2.50215E+11,Block Group 3,G5030,S,1056789,10748,42.1398672,-71.1064723,G25002104563023,4227.707911,1067534.839,G25002104563023,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4563.02, Norfolk County, Massachusetts",821,44,225,74,44.9,781,55,0,0,25,0,0,15,0,15,407,87,14,15,24,0,97,46,74,50,368,33,6,0,0,0,0,0,0,0,0,6,0,300,78929,737,55,300,29,42.13988067,42.13988067,STOUGHTON,,Stoughton,Stoughton
1011,25,21,418004,2,2.50214E+11,Block Group 2,G5030,S,319221,0,42.2355764,-71.0109334,G25002104180042,2593.743036,319221.6872,G25002104180042,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4180.04, Norfolk County, Massachusetts",613,16,301,57,31,458,172,115,0,23,0,0,17,0,17,365,30,15,41,39,42,55,33,53,57,237,46,82,0,0,0,0,0,0,26,10,46,0,261,61971,529,97,261,61,42.23557637,42.23557637,QUINCY,,Quincy,Quincy
1012,25,21,402200,2,2.50214E+11,Block Group 2,G5030,S,715974,2515,42.2331904,-71.1442321,G25002104022002,4654.267238,718489.2929,G25002104022002,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4022, Norfolk County, Massachusetts",1191,25,159,203,42.1,1035,188,62,5,34,0,23,32,0,32,646,30,121,84,91,43,82,28,135,32,533,39,43,6,0,0,0,4,4,4,18,7,26,462,81429,932,152,462,14,42.23113208,42.23113208,DEDHAM,,Dedham,Dedham
1013,25,21,402300,3,2.50214E+11,Block Group 3,G5030,S,1695562,29220,42.2238011,-71.1606277,G25002104023003,8689.853204,1724786.612,G25002104023003,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4023, Norfolk County, Massachusetts",1977,84,182,556,49.3,1767,233,47,22,118,0,0,23,0,23,792,54,18,144,99,61,150,57,108,101,598,29,149,0,0,0,28,11,0,15,55,40,16,642,106034,1329,185,642,16,42.22456167,42.22456167,DEDHAM,,Dedham,Dedham
1014,25,21,457200,3,2.50215E+11,Block Group 3,G5030,S,1007176,44630,42.2885801,-71.2432076,G25002104572003,4225.943842,1051807.021,G25002104572003,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4572, Norfolk County, Massachusetts",1436,6,134,375,48.7,1215,266,0,0,168,0,8,45,0,45,819,146,92,67,134,42,111,79,124,24,668,75,44,0,0,0,0,0,0,13,13,18,32,647,88835,1168,72,647,6,42.28914564,42.28914564,NEEDHAM,,Needham,Needham
1015,25,21,419200,1,2.50214E+11,Block Group 1,G5030,S,1403917,31712,42.2253454,-70.9937467,G25002104192001,6965.774666,1435629.246,G25002104192001,Massachusetts,Norfolk County,"Block Group 1, Census Tract 4192, Norfolk County, Massachusetts",2659,271,356,270,38.2,2128,538,302,0,210,0,12,7,0,7,1368,156,170,276,89,23,238,130,193,93,900,229,239,0,0,0,0,0,7,64,124,44,0,813,83144,2059,237,813,68,42.22489348,42.22489348,BRAINTREE,,Braintree,Braintree
1016,25,17,322200,2,2.50173E+11,Block Group 2,G5030,S,4538986,130180,42.3758868,-71.5823531,G25001703222002,10557.36915,4669171.776,G25001703222002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3222, Middlesex County, Massachusetts",2195,74,270,307,44,2045,235,30,0,20,0,15,85,0,85,1175,143,155,99,171,106,77,67,157,200,1132,34,0,0,0,0,0,0,0,0,0,0,9,921,101696,1746,139,921,29,42.37627075,42.37627075,HUDSON,,Hudson,Hudson
1017,25,17,322400,2,2.50173E+11,Block Group 2,G5030,S,702039,40923,42.391538,-71.5568346,G25001703224002,4876.21265,742959.61,G25001703224002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3224, Middlesex County, Massachusetts",1604,81,381,250,36.2,1333,490,43,0,9,0,0,219,0,219,691,82,182,54,126,37,42,72,45,51,539,102,7,0,0,0,0,0,0,0,0,7,35,689,43523,1303,228,689,74,42.39156575,42.39156575,HUDSON,,Hudson,Hudson
1018,25,17,368800,2,2.50174E+11,Block Group 2,G5030,S,483710,24433,42.3710513,-71.2174963,G25001703688002,3786.318038,508144.7255,G25001703688002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3688, Middlesex County, Massachusetts",765,0,181,91,37.1,656,118,27,0,53,0,20,9,0,9,471,25,39,164,70,7,93,19,15,39,340,80,34,0,0,0,7,0,11,0,7,9,17,386,43966,631,54,386,17,42.37055476,42.37055476,WALTHAM,,Waltham,Waltham
1019,25,17,368700,2,2.50174E+11,Block Group 2,G5030,S,522004,23304,42.3677647,-71.2257791,G25001703687002,3226.449485,545307.5482,G25001703687002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3687, Middlesex County, Massachusetts",1293,20,571,68,32.3,1158,135,58,0,13,0,64,0,0,0,741,80,67,106,141,7,173,155,0,12,447,85,110,0,0,0,0,0,93,13,0,4,99,546,55294,1038,127,546,149,42.36771333,42.36771333,WALTHAM,,Waltham,Waltham
1020,25,17,312400,2,2.50173E+11,Block Group 2,G5030,S,226783,18217,42.639159,-71.3002671,G25001703124002,2564.580012,244998.638,G25001703124002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3124, Middlesex County, Massachusetts",1821,155,335,96,29.5,897,1006,166,0,204,0,472,82,22,60,759,90,205,154,121,69,40,8,17,55,563,94,56,0,0,18,5,4,12,0,0,17,46,559,39809,1265,117,559,133,42.6395153,42.6395153,LOWELL,,Lowell,Lowell
1021,25,17,311100,2,2.50173E+11,Block Group 2,G5030,S,335108,15962,42.6420485,-71.3200355,G25001703111002,2598.586674,351071.358,G25001703111002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3111, Middlesex County, Massachusetts",1532,174,451,54,29.4,616,967,89,0,543,0,233,51,0,51,689,97,89,112,149,22,133,53,21,13,565,65,0,0,0,0,0,0,0,0,0,0,59,511,48375,1191,224,511,64,42.64189854,42.64189854,LOWELL,,Lowell,Lowell
1022,25,17,388300,2,2.50174E+11,Block Group 2,G5030,S,257368,49277,42.6501923,-71.3163079,G25001703883002,2824.278527,306646.2436,G25001703883002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3883, Middlesex County, Massachusetts",1558,0,515,151,34.4,802,756,118,0,129,0,509,0,0,0,756,73,96,45,136,39,110,48,104,105,497,98,40,0,0,0,0,0,0,0,0,40,121,775,29875,1259,246,775,251,42.65029014,42.65029014,LOWELL,,Lowell,Lowell
1023,25,17,310400,2,2.50173E+11,Block Group 2,G5030,S,198576,67490,42.6538087,-71.3099292,G25001703104002,2255.310358,266064.9101,G25001703104002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3104, Middlesex County, Massachusetts",1223,59,192,65,32.6,914,380,77,0,24,0,137,71,0,71,515,26,152,79,71,30,103,0,4,50,407,49,15,0,0,0,0,0,15,0,0,0,44,387,40511,846,211,387,107,42.65342425,42.65342425,LOWELL,,Lowell,Lowell
1024,25,17,354300,3,2.50174E+11,Block Group 3,G5030,S,858182,655856,42.3830878,-71.1471164,G25001703543003,5736.521655,1514039.419,G25001703543003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3543, Middlesex County, Massachusetts",1221,33,215,278,47.5,840,428,140,3,191,0,0,47,24,23,572,56,69,74,90,27,78,42,109,27,337,34,123,0,0,28,0,11,11,20,43,10,37,563,70954,919,145,563,156,42.38425407,42.38425407,CAMBRIDGE,West Cambridge,West Cambridge,Cambridge
1025,25,17,354300,2,2.50174E+11,Block Group 2,G5030,S,230857,0,42.3808205,-71.1449355,G25001703543002,3742.960159,230856.101,G25001703543002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3543, Middlesex County, Massachusetts",1026,12,244,67,35.8,701,401,18,0,231,0,0,76,0,76,619,35,59,89,175,55,61,117,10,18,307,66,149,0,9,10,42,0,34,54,0,0,19,486,95741,810,65,486,9,42.37988746,42.37988746,CAMBRIDGE,West Cambridge,West Cambridge,Cambridge
1026,25,17,356300,6,2.50174E+11,Block Group 6,G5030,S,160463,0,42.4151153,-71.1483196,G25001703563006,2067.529981,160463.8093,G25001703563006,Massachusetts,Middlesex County,"Block Group 6, Census Tract 3563, Middlesex County, Massachusetts",419,16,89,1,33.8,328,91,64,0,27,0,0,0,0,0,183,1,1,21,38,90,15,17,0,0,165,0,17,0,0,0,0,0,0,17,0,0,1,185,67219,312,0,185,0,42.41511527,42.41511527,ARLINGTON,,Arlington,Arlington
1027,25,17,356702,3,2.50174E+11,Block Group 3,G5030,S,421689,0,42.4152955,-71.1557411,G25001703567023,3199.214277,421690.382,G25001703567023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3567.02, Middlesex County, Massachusetts",1632,36,244,455,53.4,1428,237,0,0,171,0,0,33,0,33,698,30,30,65,149,101,155,14,103,51,576,0,76,0,18,0,0,0,5,0,17,36,15,922,50862,1476,358,922,316,42.41529555,42.41529555,ARLINGTON,,Arlington,Arlington
1028,25,17,356702,7,2.50174E+11,Block Group 7,G5030,S,295786,0,42.418177,-71.1617358,G25001703567027,2355.710377,295786.9377,G25001703567027,Massachusetts,Middlesex County,"Block Group 7, Census Tract 3567.02, Middlesex County, Massachusetts",654,0,250,92,42.1,475,255,103,0,0,0,0,76,34,42,375,0,92,62,31,19,92,0,31,48,233,21,121,0,57,0,0,0,33,0,31,0,0,292,85952,578,53,292,0,42.41817705,42.41817705,ARLINGTON,,Arlington,Arlington
1029,25,17,356702,4,2.50174E+11,Block Group 4,G5030,S,390119,404985,42.4081776,-71.1584548,G25001703567024,4448.600801,795103.4515,G25001703567024,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3567.02, Middlesex County, Massachusetts",751,25,40,124,44.7,694,77,0,0,37,0,0,20,0,20,334,13,53,18,57,36,47,26,39,45,238,21,75,0,0,0,0,0,0,0,30,45,0,286,89038,520,60,286,15,42.40676386,42.40676386,ARLINGTON,,Arlington,Arlington
1030,25,17,356601,1,2.50174E+11,Block Group 1,G5030,S,544351,0,42.4234767,-71.1699157,G25001703566011,3645.049039,544352.6434,G25001703566011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3566.01, Middlesex County, Massachusetts",1749,0,539,233,39.5,1112,650,81,0,530,0,13,13,0,13,949,18,91,48,87,26,164,145,241,129,577,43,275,0,0,8,15,0,50,31,92,79,19,980,75507,1485,115,980,158,42.4234768,42.4234768,ARLINGTON,,Arlington,Arlington
1031,25,17,356602,2,2.50174E+11,Block Group 2,G5030,S,263000,0,42.4146857,-71.1828187,G25001703566022,2122.858575,262997.957,G25001703566022,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3566.02, Middlesex County, Massachusetts",670,22,41,91,45.3,632,48,0,0,28,0,0,10,10,0,360,0,18,79,56,10,50,56,56,35,252,30,78,0,0,10,0,0,11,15,18,24,0,263,145125,507,53,263,9,42.41468575,42.41468575,ARLINGTON,,Arlington,Arlington
1032,25,25,80500,1,2.50251E+11,Block Group 1,G5030,S,105890,0,42.3352224,-71.0845849,G25002500805001,1868.451737,105889.9174,G25002500805001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 805, Suffolk County, Massachusetts",890,119,203,109,29.6,204,854,365,0,16,0,137,168,75,93,358,79,19,64,116,0,41,11,0,28,78,11,202,29,0,47,63,0,41,0,0,22,67,442,22870,711,197,442,326,42.33522239,42.33522239,BOSTON,South End,South End,Boston
1033,25,25,80500,2,2.50251E+11,Block Group 2,G5030,S,139954,0,42.3360296,-71.0810029,G25002500805002,1619.372874,139951.9269,G25002500805002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 805, Suffolk County, Massachusetts",2183,235,387,95,28.8,383,1826,937,0,29,0,808,26,11,15,729,16,107,264,65,10,112,34,23,98,343,68,251,16,0,30,7,10,112,15,10,51,67,859,17594,1443,400,859,434,42.33602958,42.33602958,BOSTON,South End,South End,Boston
1034,25,25,81200,2,2.50251E+11,Block Group 2,G5030,S,129455,0,42.3241734,-71.1063236,G25002500812002,1559.051191,129455.5807,G25002500812002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 812, Suffolk County, Massachusetts",1111,14,456,102,30.8,419,736,66,0,101,0,481,44,0,44,714,55,63,96,105,52,228,24,27,64,229,30,346,0,0,72,73,15,133,0,21,32,41,387,63750,941,89,387,63,42.32417337,42.32417337,BOSTON,Jamaica Plain,Jamaica Plain,Boston
1035,25,25,81700,5,2.50251E+11,Block Group 5,G5030,S,154446,0,42.3264117,-71.0854222,G25002500817005,1628.82242,154446.0704,G25002500817005,Massachusetts,Suffolk County,"Block Group 5, Census Tract 817, Suffolk County, Massachusetts",622,44,98,95,42.7,60,640,418,13,0,0,53,78,55,23,196,20,36,0,81,0,15,14,24,6,104,0,72,0,0,0,28,0,0,14,24,6,20,267,39964,516,67,267,46,42.32641172,42.32641172,BOSTON,Roxbury,Roxbury,Boston
1036,25,25,120301,3,2.50251E+11,Block Group 3,G5030,S,204560,0,42.3095112,-71.1010633,G25002501203013,2155.441402,204559.4375,G25002501203013,Massachusetts,Suffolk County,"Block Group 3, Census Tract 1203.01, Suffolk County, Massachusetts",1779,128,377,184,36.6,920,914,331,0,264,0,209,55,17,38,960,68,109,88,126,76,146,78,120,149,414,82,360,0,38,0,14,29,103,21,90,65,41,573,98750,1371,197,573,80,42.30951123,42.30951123,BOSTON,Roxbury,Roxbury,Boston
1037,25,25,91900,2,2.50251E+11,Block Group 2,G5030,S,99935,0,42.3013317,-71.0744328,G25002500919002,1695.436419,99934.66998,G25002500919002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 919, Suffolk County, Massachusetts",896,52,196,118,32.2,139,757,690,0,9,0,58,0,0,0,346,2,0,34,58,15,34,21,48,134,120,72,154,0,0,0,0,0,11,0,48,95,0,211,39125,664,96,211,50,42.30133165,42.30133165,BOSTON,Dorchester,Dorchester,Boston
1038,25,25,10203,4,2.5025E+11,Block Group 4,G5030,S,115852,0,42.3459717,-71.0965875,G25002500102034,1742.747271,115852.2798,G25002500102034,Massachusetts,Suffolk County,"Block Group 4, Census Tract 102.03, Suffolk County, Massachusetts",262,32,115,42,32.4,165,97,52,0,27,0,18,0,0,0,93,0,7,21,0,27,25,0,13,0,27,0,38,0,0,0,0,0,25,0,13,0,28,205,22670,262,43,205,130,42.34597169,42.34597169,BOSTON,Fenway/Kenmore,Fenway/Kenmore,Boston
1039,25,25,60301,3,2.50251E+11,Block Group 3,G5030,S,127126,0,42.3347456,-71.0374276,G25002500603013,1721.689561,127127.2342,G25002500603013,Massachusetts,Suffolk County,"Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts",962,0,380,42,33.7,947,18,2,0,8,0,2,3,0,3,653,49,102,61,149,43,55,49,83,62,288,43,232,0,0,17,69,31,35,29,41,10,47,487,81375,830,31,487,159,42.33474556,42.33474556,BOSTON,South Boston,South Boston,Boston
1040,25,25,110103,2,2.50251E+11,Block Group 2,G5030,S,89730,0,42.2924237,-71.1227583,G25002501101032,1842.20125,89730.03274,G25002501101032,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1101.03, Suffolk County, Massachusetts",987,123,399,38,29.7,227,760,760,0,0,0,0,0,0,0,467,24,0,15,84,27,140,28,102,47,206,52,194,0,0,0,19,0,50,11,67,47,0,226,46579,819,98,226,22,42.29242369,42.29242369,BOSTON,Roslindale,Roslindale,Boston
1041,25,21,411301,3,2.50214E+11,Block Group 3,G5030,S,1379580,71454,42.1572373,-71.2505046,G25002104113013,7033.377823,1451035.353,G25002104113013,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4113.01, Norfolk County, Massachusetts",1316,47,93,193,45.8,1209,162,52,0,0,0,0,55,0,55,649,72,109,52,25,67,44,89,83,108,534,0,99,0,0,0,0,0,0,0,25,74,0,499,89519,1007,129,499,22,42.15767946,42.15767946,WALPOLE,,Walpole,Walpole
